ID,time,SID,lat,lon,SQRT_SEA_DEM_LAT,WSPD,WDIR,TMP,TX,TN,TP,RH,PRES2M,pm25
106,1/10/2020,300,21.023532,105.853941,4.8650875,4.390537739,162.725769,23.61124229,27.45000648,20.60997963,0,73.9375,101153.8047,35.56521739
107,1/11/2020,19,21.04975,105.74187,5.922647,2.859103918,117.3828735,22.24374199,25.83999062,16.9699955,0.5625,73.40000153,101223.7813,47.62416667
108,1/11/2020,79,21.01525,105.80013,4.3072305,2.859103918,117.3828735,22.24374199,25.83999062,16.9699955,0.5625,73.40000153,101223.7813,39.32291667
109,1/11/2020,155,21.1137452,105.9268934,5.2229247,2.469757795,96.08059692,21.42974091,24.89999771,16.51898193,0.6875,77.88124847,101271.9531,46.1387
110,1/11/2020,159,21.0377269,106.1468067,5.693217,2.296331644,98.04188538,21.52123833,24.60000038,17.15999794,0.5625,76.84999847,101310.5781,45.08831429
111,1/11/2020,160,21.0353984,106.1025755,5.765338,2.435738087,97.25265503,21.49123955,24.90999794,16.60997963,0.6875,77.83750153,101274.1719,32.9188375
112,1/11/2020,195,21.33847,105.3673,5.228505,2.414277077,111.4491501,22.15011787,26.37598038,18.04799271,0.2125,74.32499695,100661.8984,17.90702083
113,1/11/2020,300,21.023532,105.853941,4.8650875,2.859103918,117.3828735,22.24374199,25.83999062,16.9699955,0.5625,73.40000153,101223.7813,36.04166667
114,1/12/2020,19,21.04975,105.74187,5.922647,2.112369061,41.73773193,16.44374657,18.64000893,14.77999306,1.0625,63.53750229,101597.7422,29.36478261
115,1/12/2020,51,21.2003445,105.9485439,6.696101,2.648977518,24.65429688,16.16749001,18.51998329,14.43999672,1.75,65.27500153,101580.7422,24.644125
116,1/12/2020,52,21.1232473,106.2883295,5.527568,2.383041859,21.0695343,16.25624084,19.07999611,14.06998634,1.34375,66.23124695,101566.7344,21.14344583
117,1/12/2020,53,21.1527453,106.111371,5.5352697,2.640096664,25.40423203,16.13586617,18.5049839,14.3799963,1.70625,65.45875549,101573.2031,24.59982083
118,1/12/2020,62,21.1518069,106.1518796,5.995299,2.560168266,32.15365601,15.85124397,18.3699894,13.83999062,1.3125,67.11250305,101505.3359,23.67617917
119,1/12/2020,66,21.1638526,105.9235646,6.0008135,2.648977518,24.65429688,16.16749001,18.51998329,14.43999672,1.75,65.27500153,101580.7422,11.90444583
120,1/12/2020,71,21.0272212,106.0342099,4.7475653,2.28569746,12.95703125,16.01499367,18.77999306,14.1199894,1.3125,67.38750458,101623.7422,26.3023375
121,1/12/2020,79,21.01525,105.80013,4.3072305,2.112369061,41.73773193,16.44374657,18.64000893,14.77999306,1.0625,63.53750229,101597.7422,25.14375
122,1/12/2020,155,21.1137452,105.9268934,5.2229247,2.322025537,14.12675762,16.03024292,18.75399208,14.15198994,1.35625,67.17625427,101619.4453,31.6753
123,1/12/2020,156,21.127574,105.9508299,5.7695165,2.467337608,18.80566406,16.09124184,18.64998817,14.27999306,1.53125,66.33125305,101602.2422,32.3216625
124,1/12/2020,157,21.1277395,105.8895444,5.4764967,2.444448471,21.23092842,16.12974167,18.64398956,14.3394928,1.490625,65.98937988,101586.5234,14.08436667
125,1/12/2020,158,21.1560765,106.2223111,4.7100043,2.560168266,32.15365601,15.85124397,18.3699894,13.83999062,1.3125,67.11250305,101505.3359,25.3003625
126,1/12/2020,159,21.0377269,106.1468067,5.693217,2.205915213,9.985412598,16.66123772,19.79000282,14.29998207,1.375,65.34999847,101628.1406,33.8433625
127,1/12/2020,160,21.0353984,106.1025755,5.765338,2.28569746,12.95703125,16.01499367,18.77999306,14.1199894,1.3125,67.38750458,101623.7422,28.67695833
128,1/12/2020,162,21.089142,105.990311,5.6517334,2.28569746,12.95703125,16.01499367,18.77999306,14.1199894,1.3125,67.38750458,101623.7422,32.64814167
129,1/12/2020,163,21.0243474,106.0172877,4.988467,2.28569746,12.95703125,16.01499367,18.77999306,14.1199894,1.3125,67.38750458,101623.7422,26.04879583
130,1/12/2020,195,21.33847,105.3673,5.228505,1.349835157,124.4967194,17.52611732,20.40698814,15.67298889,0.68125,62.08000183,101033.6563,18.09087917
131,1/12/2020,300,21.023532,105.853941,4.8650875,2.112369061,41.73773193,16.44374657,18.64000893,14.77999306,1.0625,63.53750229,101597.7422,38.66666667
132,1/13/2020,19,21.04975,105.74187,5.922647,2.031165123,135.0498657,18.9074955,21.70000648,16.64000893,0.3125,77.9375,101357.7656,102.9333333
133,1/13/2020,51,21.2003445,105.9485439,6.696101,1.455120683,118.810791,18.68124199,21.6199894,16.39998817,0.25,76.7875061,101359.9688,61.7060875
134,1/13/2020,52,21.1232473,106.2883295,5.527568,2.106474638,120.9359436,18.89937019,21.87999916,16.58999062,0.03125,77.1000061,101360.5625,57.11950833
135,1/13/2020,53,21.1527453,106.111371,5.5352697,1.456124663,118.9011688,18.67724228,21.64999199,16.38098717,0.23125,76.8887558,101353.4688,75.66053333
136,1/13/2020,62,21.1518069,106.1518796,5.995299,1.465160489,119.7145538,18.64124489,21.92000771,16.20998573,0.0625,77.80000305,101294.9609,78.05558333
137,1/13/2020,66,21.1638526,105.9235646,6.0008135,1.455120683,118.810791,18.68124199,21.6199894,16.39998817,0.25,76.7875061,101359.9688,21.14071667
138,1/13/2020,71,21.0272212,106.0342099,4.7475653,2.140960932,124.942688,18.92249489,21.92998695,16.32998085,0.3125,78.70000458,101391.3672,94.04292917
